customer_id,recency,frequency,monetory,segment
CS4487,15-03-2015,18,1339,P0
CS4488,09-03-2015,21,1452,P0
CS4489,17-09-2014,18,1292,P0
CS4490,04-03-2015,23,1503,P0
CS4491,07-03-2015,12,942,P2
CS4492,04-10-2014,14,1141,P2
CS4493,10-12-2014,18,1334,P0
CS4494,04-01-2015,14,992,P2
CS4495,09-03-2015,29,1944,P0
CS4496,21-02-2015,22,1506,P0
CS4497,05-03-2015,21,1670,P0
CS4498,17-02-2015,18,1223,P0
CS4499,12-03-2015,9,606,P2
CS4500,12-10-2014,20,1429,P0
CS4501,19-11-2014,18,1241,P0
CS4502,22-11-2014,14,980,P2
CS4503,15-01-2015,23,1605,P0
CS4504,25-12-2014,24,1766,P0
CS4505,16-07-2014,11,739,P2
CS4506,10-03-2015,21,1421,P0
CS4507,03-12-2014,18,1218,P0
CS4508,20-12-2014,17,1173,P0
CS4509,09-12-2014,18,1198,P0
CS4510,21-11-2014,26,1617,P0
CS4511,07-09-2014,21,1535,P0
CS4512,11-02-2015,23,1575,P0
CS4513,05-03-2015,17,1308,P0
CS4514,07-03-2015,17,1045,P0
CS4515,16-03-2015,21,1548,P0
CS4516,07-03-2015,23,1767,P0
CS4517,20-12-2014,28,2000,P0
CS4518,02-02-2015,17,1268,P0
CS4519,23-01-2015,11,809,P2
CS4520,22-02-2015,21,1412,P0
CS4521,10-12-2014,22,1637,P0
CS4522,06-03-2015,24,1699,P0
CS4523,06-08-2014,15,893,P2
CS4524,11-03-2015,23,1523,P0
CS4525,29-10-2014,23,1575,P0
CS4526,27-11-2014,22,1346,P0
CS4527,21-11-2014,18,1329,P0
CS4528,09-02-2015,14,1100,P2
CS4529,16-05-2014,11,756,P2
CS4530,03-12-2014,19,1477,P0
CS4531,12-03-2015,22,1532,P0
CS4532,21-01-2015,15,1209,P0
CS4533,05-03-2015,25,1457,P0
CS4534,02-03-2015,16,1063,P0
CS4535,04-01-2015,16,1095,P0
CS4536,25-01-2015,20,1365,P0
CS4537,27-12-2014,17,1175,P0
CS4538,18-02-2015,22,1591,P0
CS4539,25-12-2014,19,1341,P0
CS4540,16-03-2015,32,2361,P0
CS4541,20-02-2015,25,1582,P0
CS4542,06-03-2015,12,824,P2
CS4543,13-02-2015,24,1583,P0
CS4544,22-02-2015,16,1178,P0
CS4545,08-11-2014,11,669,P2
CS4546,02-02-2015,12,694,P2
CS4547,04-08-2014,20,1308,P0
CS4548,04-03-2015,15,995,P2
CS4549,16-01-2015,18,1293,P0
CS4550,27-10-2014,24,1832,P0
CS4551,01-03-2015,14,1007,P2
CS4552,15-12-2014,19,1376,P0
CS4553,10-03-2015,28,2081,P0
CS4554,03-03-2015,20,1312,P0
CS4555,02-03-2015,33,2331,P0
CS4556,10-02-2015,16,924,P2
CS4557,04-11-2014,15,1071,P0
CS4558,23-01-2015,25,1786,P0
CS4559,26-02-2015,13,777,P2
CS4560,13-01-2015,28,1972,P0
CS4561,29-01-2015,27,1892,P0
CS4562,08-01-2015,14,965,P2
CS4563,22-01-2015,25,1674,P0
CS4564,13-05-2014,22,1466,P0
CS4565,10-01-2015,23,1608,P0
CS4566,25-10-2014,15,1020,P0
CS4567,13-12-2014,9,574,P2
CS4568,25-01-2015,18,1138,P0
CS4569,12-12-2014,19,1205,P0
CS4570,24-11-2014,25,1736,P0
CS4571,08-01-2015,21,1416,P0
CS4572,13-12-2014,26,1567,P0
CS4573,29-11-2014,19,1367,P0
CS4574,09-03-2014,14,1053,P2
CS4575,11-01-2015,22,1451,P0
CS4576,24-02-2015,15,1085,P0
CS4577,02-02-2015,16,1335,P0
CS4578,16-01-2015,18,1191,P0
CS4579,13-01-2015,23,1744,P0
CS4580,27-07-2014,16,1251,P0
CS4581,18-01-2015,14,1153,P2
CS4582,05-03-2015,21,1516,P0
CS4583,20-12-2014,28,1988,P0
CS4584,30-10-2014,18,1151,P0
CS4585,16-03-2015,15,1115,P0
CS4586,16-03-2015,20,1505,P0
CS4587,29-12-2014,22,1657,P0
CS4588,01-01-2015,22,1508,P0
CS4589,28-02-2015,18,1146,P0
CS4590,31-01-2015,24,1625,P0
CS4591,16-03-2015,15,1084,P0
CS4592,26-11-2014,17,1157,P0
CS4593,17-02-2015,24,1760,P0
CS4594,14-12-2014,23,1685,P0
CS4595,30-11-2014,19,1376,P0
CS4596,14-02-2015,19,1383,P0
CS4597,14-03-2015,24,1520,P0
CS4598,05-12-2014,20,1118,P0
CS4599,10-02-2015,24,1638,P0
CS4600,03-12-2014,19,1181,P0
CS4601,14-03-2015,13,919,P2
CS4602,19-02-2015,24,1728,P0
CS4603,11-01-2015,30,2111,P0
CS4604,07-03-2015,29,2008,P0
CS4605,13-01-2015,17,1176,P0
CS4606,22-08-2014,20,1463,P0
CS4607,02-03-2015,18,1186,P0
CS4608,16-03-2015,32,2449,P0
CS4609,11-01-2015,28,2043,P0
CS4610,23-10-2014,20,1333,P0
CS4611,25-12-2014,23,1558,P0
CS4612,14-11-2014,18,1302,P0
CS4613,20-02-2015,21,1629,P0
CS4614,12-03-2015,17,1309,P0
CS4615,07-11-2014,24,1597,P0
CS4616,23-02-2015,19,1306,P0
CS4617,28-02-2015,28,1956,P0
CS4618,15-02-2015,20,1315,P0
CS4619,19-02-2015,15,1047,P0
CS4620,28-06-2014,15,1135,P0
CS4621,22-02-2015,17,1251,P0
CS4622,20-11-2014,19,1315,P0
CS4623,12-02-2015,23,1717,P0
CS4624,18-07-2014,24,1737,P0
CS4625,04-10-2014,28,1925,P0
CS4626,28-08-2014,20,1383,P0
CS4627,10-02-2015,23,1560,P0
CS4628,13-03-2015,18,1238,P0
CS4629,26-12-2014,19,1225,P0
CS4630,26-07-2014,10,704,P2
CS4631,27-02-2015,30,2157,P0
CS4632,03-02-2015,17,1315,P0
CS4633,10-02-2015,21,1457,P0
CS4634,07-01-2015,11,693,P2
CS4635,15-03-2015,20,1449,P0
CS4636,13-12-2014,16,1101,P0
CS4637,12-03-2015,19,1467,P0
CS4638,13-02-2015,24,1609,P0
CS4639,19-01-2015,25,1495,P0
CS4640,26-02-2015,29,2138,P0
CS4641,19-05-2014,19,1263,P0
CS4642,04-03-2015,22,1546,P0
CS4643,23-01-2015,19,1377,P0
CS4644,10-11-2014,14,942,P2
CS4645,14-12-2014,19,1293,P0
CS4646,09-11-2014,26,1772,P0
CS4647,08-02-2015,27,1955,P0
CS4648,04-02-2015,16,1157,P0
CS4649,09-03-2015,19,1286,P0
CS4650,04-01-2015,22,1599,P0
CS4651,29-01-2015,18,1258,P0
CS4652,08-12-2014,22,1561,P0
CS4653,05-01-2015,17,1103,P0
CS4654,26-09-2014,27,1832,P0
CS4655,24-09-2014,17,1245,P0
CS4656,13-02-2015,18,1285,P0
CS4657,16-03-2015,17,1257,P0
CS4658,09-03-2015,23,1626,P0
CS4659,30-01-2015,21,1422,P0
CS4660,06-03-2015,33,2527,P0
CS4661,16-03-2015,26,1769,P0
CS4662,19-12-2014,24,1788,P0
CS4663,22-10-2014,14,939,P2
CS4664,07-02-2015,17,1268,P0
CS4665,19-11-2014,18,1335,P0
CS4666,05-10-2014,22,1375,P0
CS4667,25-02-2015,13,894,P2
CS4668,26-12-2014,23,1698,P0
CS4669,04-12-2014,21,1432,P0
CS4670,25-01-2015,30,2214,P0
CS4671,24-01-2015,21,1368,P0
CS4672,20-01-2015,16,1153,P0
CS4673,13-02-2015,20,1393,P0
CS4674,19-12-2014,18,1468,P0
CS4675,26-03-2014,21,1521,P0
CS4676,04-03-2015,21,1526,P0
CS4677,02-02-2015,19,1276,P0
CS4678,18-10-2014,24,1581,P0
CS4679,28-02-2015,21,1607,P0
CS4680,13-12-2014,12,740,P2
CS4681,07-03-2015,22,1532,P0
CS4682,04-03-2015,21,1329,P0
CS4683,03-11-2014,15,1085,P0
CS4684,06-11-2014,17,1073,P0
CS4685,03-08-2014,24,1686,P0
CS4686,12-01-2015,23,1740,P0
CS4687,27-12-2014,24,1724,P0
CS4688,15-12-2014,20,1417,P0
CS4689,11-10-2014,13,852,P2
CS4690,27-11-2014,15,905,P2
CS4691,12-03-2015,22,1526,P0
CS4692,04-03-2015,18,1228,P0
CS4693,15-02-2015,17,1139,P0
CS4694,24-11-2014,13,953,P2
CS4695,01-10-2014,17,1237,P0
CS4696,24-02-2015,15,908,P2
CS4697,21-02-2015,25,1648,P0
CS4698,30-09-2014,17,1124,P0
CS4699,17-02-2015,19,1306,P0
CS4700,14-03-2015,18,1175,P0
CS4701,30-01-2015,23,1632,P0
CS4702,17-12-2014,25,1715,P0
CS4703,24-05-2014,20,1385,P0
CS4704,22-02-2015,20,1380,P0
CS4705,13-12-2014,13,985,P2
CS4706,28-09-2014,10,827,P2
CS4707,23-11-2014,22,1542,P0
CS4708,28-02-2015,21,1427,P0
CS4709,29-10-2014,17,1172,P0
CS4710,14-12-2014,21,1502,P0
CS4711,09-03-2015,23,1538,P0
CS4712,20-01-2015,14,1043,P2
CS4713,16-02-2015,24,1762,P0
CS4714,28-09-2014,16,1077,P0
CS4715,23-02-2015,19,1296,P0
CS4716,30-01-2015,13,970,P2
CS4717,23-01-2015,22,1613,P0
CS4718,01-11-2014,19,1354,P0
CS4719,17-09-2014,16,1273,P0
CS4720,31-07-2014,20,1187,P0
CS4721,01-03-2015,24,1606,P0
CS4722,23-02-2015,18,1250,P0
CS4723,11-03-2015,24,1707,P0
CS4724,16-12-2014,17,1044,P0
CS4725,30-12-2014,20,1348,P0
CS4726,26-01-2015,14,932,P2
CS4727,05-03-2015,22,1500,P0
CS4728,12-12-2014,14,1092,P2
CS4729,03-03-2015,16,1077,P0
CS4730,13-02-2015,21,1628,P0
CS4731,11-03-2015,17,1067,P0
CS4732,11-06-2014,16,1197,P0
CS4733,23-10-2014,23,1682,P0
CS4734,06-03-2015,19,1223,P0
CS4735,16-02-2015,18,1311,P0
CS4736,27-02-2015,14,986,P2
CS4737,10-03-2015,24,1668,P0
CS4738,11-01-2015,18,1258,P0
CS4739,13-01-2015,25,1818,P0
CS4740,28-01-2015,18,1141,P0
CS4741,27-02-2015,22,1629,P0
CS4742,18-10-2014,15,975,P2
CS4743,24-02-2015,16,1099,P0
CS4744,15-12-2014,19,1349,P0
CS4745,09-02-2015,22,1380,P0
CS4746,12-03-2015,31,2337,P0
CS4747,08-03-2015,11,718,P2
CS4748,12-01-2015,20,1525,P0
CS4749,22-02-2015,27,1959,P0
CS4750,30-08-2014,18,1266,P0
CS4751,13-03-2015,15,1232,P0
CS4752,03-03-2015,19,1162,P0
CS4753,09-11-2014,19,1209,P0
CS4754,27-09-2014,20,1423,P0
CS4755,04-03-2015,20,1598,P0
CS4756,27-02-2015,17,1196,P0
CS4757,08-03-2015,17,1188,P0
CS4758,28-01-2015,22,1388,P0
CS4759,17-01-2015,16,1138,P0
CS4760,31-01-2015,22,1707,P0
CS4761,19-11-2014,20,1365,P0
CS4762,09-01-2015,20,1313,P0
CS4763,26-02-2015,21,1382,P0
CS4764,15-03-2015,18,1396,P0
CS4765,09-11-2014,20,1299,P0
CS4766,15-03-2015,22,1605,P0
CS4767,25-09-2014,14,1046,P2
CS4768,15-03-2015,26,1721,P0
CS4769,11-12-2014,19,1271,P0
CS4770,18-10-2014,18,1134,P0
CS4771,04-03-2015,14,874,P2
CS4772,22-02-2015,19,1146,P0
CS4773,22-09-2014,27,2074,P0
CS4774,26-07-2014,18,1208,P0
CS4775,15-02-2015,20,1294,P0
CS4776,09-03-2015,22,1613,P0
CS4777,20-01-2015,25,1767,P0
CS4778,28-11-2014,18,1269,P0
CS4779,08-03-2015,23,1595,P0
CS4780,01-01-2015,17,1107,P0
CS4781,27-02-2015,15,1046,P0
CS4782,14-03-2015,17,1276,P0
CS4783,14-03-2015,19,1308,P0
CS4784,19-09-2014,23,1578,P0
CS4785,19-02-2015,16,1219,P0
CS4786,01-11-2014,17,1248,P0
CS4787,19-02-2015,20,1351,P0
CS4788,21-01-2015,19,1470,P0
CS4789,27-12-2014,22,1551,P0
CS4790,21-01-2015,19,1453,P0
CS4791,12-02-2015,16,1177,P0
CS4792,19-02-2015,20,1368,P0
CS4793,08-02-2015,27,1862,P0
CS4794,15-02-2015,23,1685,P0
CS4795,24-02-2015,25,1831,P0
CS4796,14-10-2014,18,1347,P0
CS4797,19-02-2015,21,1577,P0
CS4798,21-02-2015,27,2151,P0
CS4799,31-08-2014,18,1240,P0
CS4800,07-01-2015,23,1520,P0
CS4801,26-01-2015,18,1254,P0
CS4802,09-03-2015,20,1451,P0
CS4803,25-01-2015,18,1305,P0
CS4804,02-02-2015,25,1643,P0
CS4805,15-11-2014,17,1354,P0
CS4806,13-12-2014,18,1108,P0
CS4807,22-01-2015,20,1249,P0
CS4808,09-01-2015,24,1570,P0
CS4809,29-06-2014,19,1294,P0
CS4810,07-01-2015,21,1448,P0
CS4811,27-07-2014,20,1399,P0
CS4812,08-02-2015,15,1063,P0
CS4813,03-01-2015,20,1437,P0
CS4814,28-09-2014,19,1435,P0
CS4815,15-02-2015,25,1804,P0
CS4816,03-01-2015,18,1311,P0
CS4817,06-03-2015,21,1389,P0
CS4818,06-03-2015,13,942,P2
CS4819,29-11-2014,20,1457,P0
CS4820,10-03-2015,20,1408,P0
CS4821,28-02-2015,16,1161,P0
CS4822,08-02-2015,17,1118,P0
CS4823,02-08-2014,22,1555,P0
CS4824,14-10-2014,19,1353,P0
CS4825,28-02-2015,19,1407,P0
CS4826,21-12-2014,21,1497,P0
CS4827,23-02-2015,19,1242,P0
CS4828,31-07-2014,18,1339,P0
CS4829,11-01-2015,27,1870,P0
CS4830,26-02-2015,18,1253,P0
CS4831,24-02-2015,15,1010,P0
CS4832,30-12-2014,23,1482,P0
CS4833,21-09-2014,19,1262,P0
CS4834,05-03-2014,14,1091,P2
CS4835,12-02-2015,15,955,P2
CS4836,20-01-2015,23,1761,P0
CS4837,02-03-2015,20,1437,P0
CS4838,08-03-2015,17,1143,P0
CS4839,04-02-2015,24,1775,P0
CS4840,27-02-2015,14,999,P2
CS4841,15-03-2015,26,1960,P0
CS4842,28-01-2015,20,1319,P0
CS4843,28-11-2014,15,896,P2
CS4844,18-10-2014,26,1669,P0
CS4845,14-03-2015,23,1532,P0
CS4846,04-02-2015,27,1855,P0
CS4847,05-03-2015,21,1340,P0
CS4848,15-03-2015,18,1287,P0
CS4849,09-03-2015,25,1850,P0
CS4850,26-02-2015,17,1237,P0
CS4851,10-01-2015,18,1162,P0
CS4852,11-01-2015,23,1559,P0
CS4853,26-12-2014,19,1294,P0
CS4854,13-03-2015,18,1167,P0
CS4855,12-03-2015,24,1660,P0
CS4856,15-02-2015,16,1172,P0
CS4857,13-03-2015,19,1381,P0
CS4858,16-01-2015,28,2247,P0
CS4859,10-02-2015,18,1332,P0
CS4860,26-06-2014,23,1629,P0
CS4861,26-12-2014,15,1132,P0
CS4862,17-10-2014,26,1853,P0
CS4863,04-02-2015,21,1484,P0
CS4864,19-01-2015,18,1307,P0
CS4865,15-03-2015,26,1941,P0
CS4866,18-02-2015,19,1487,P0
CS4867,14-02-2015,30,2106,P0
CS4868,05-03-2015,27,1899,P0
CS4869,27-12-2014,18,1234,P0
CS4870,14-03-2015,19,1242,P0
CS4871,06-03-2015,26,2006,P0
CS4872,14-03-2015,22,1475,P0
CS4873,09-05-2014,14,1130,P2
CS4874,05-12-2014,21,1532,P0
CS4875,28-01-2015,20,1605,P0
CS4876,29-09-2014,23,1492,P0
CS4877,08-03-2015,16,1176,P0
CS4878,29-12-2014,22,1380,P0
CS4879,22-02-2015,18,1195,P0
CS4880,10-01-2015,20,1423,P0
CS4881,10-03-2015,17,1109,P0
CS4882,02-12-2014,16,1136,P0
CS4883,02-12-2014,15,1012,P0
CS4884,10-02-2015,19,1152,P0
CS4885,15-09-2014,21,1520,P0
CS4886,07-03-2015,20,1411,P0
CS4887,08-02-2015,23,1516,P0
CS4888,21-12-2014,21,1618,P0
CS4889,11-03-2015,23,1436,P0
CS4890,07-11-2014,17,1257,P0
CS4891,04-02-2015,19,1439,P0
CS4892,05-11-2014,22,1404,P0
CS4893,11-01-2015,20,1286,P0
CS4894,23-12-2014,12,824,P2
CS4895,28-01-2015,19,1197,P0
CS4896,03-10-2014,20,1423,P0
CS4897,05-02-2015,30,1999,P0
CS4898,14-02-2015,13,866,P2
CS4899,01-03-2015,19,1372,P0
CS4900,28-02-2015,17,1068,P0
CS4901,03-01-2015,23,1491,P0
CS4902,17-02-2015,18,1383,P0
CS4903,14-03-2015,26,1584,P0
CS4904,03-03-2015,24,1456,P0
CS4905,02-03-2015,23,1575,P0
CS4906,10-01-2015,22,1644,P0
CS4907,12-01-2015,19,1344,P0
CS4908,19-10-2014,24,1842,P0
CS4909,07-01-2015,17,1290,P0
CS4910,30-10-2014,18,1252,P0
CS4911,06-11-2014,15,1069,P0
CS4912,06-03-2015,19,1545,P0
CS4913,15-12-2014,16,1047,P0
CS4914,03-11-2014,21,1471,P0
CS4915,20-02-2015,23,1541,P0
CS4916,18-01-2015,21,1484,P0
CS4917,25-01-2015,20,1392,P0
CS4918,28-10-2014,22,1561,P0
CS4919,03-12-2013,13,863,P2
CS4920,26-01-2015,17,1173,P0
CS4921,10-03-2015,12,908,P2
CS4922,28-02-2015,16,1117,P0
CS4923,05-08-2014,18,1064,P0
CS4924,25-11-2014,23,1527,P0
CS4925,19-12-2014,21,1316,P0
CS4926,31-01-2015,16,1167,P0
CS4927,27-01-2015,20,1401,P0
CS4928,07-02-2015,18,1318,P0
CS4929,01-02-2015,25,1624,P0
CS4930,08-02-2015,20,1440,P0
CS4931,28-02-2015,29,2246,P0
CS4932,10-10-2014,26,1840,P0
CS4933,16-07-2014,16,1040,P0
CS4934,08-10-2014,24,1865,P0
CS4935,03-12-2014,21,1575,P0
CS4936,03-02-2015,25,1669,P0
CS4937,18-12-2014,16,1152,P0
CS4938,15-03-2015,15,1057,P0
CS4939,29-11-2014,29,2088,P0
CS4940,06-02-2015,15,1109,P0
CS4941,26-02-2015,22,1434,P0
CS4942,05-10-2014,19,1484,P0
CS4943,27-02-2015,19,1338,P0
CS4944,18-02-2015,27,2062,P0
CS4945,25-01-2015,23,1603,P0
CS4946,08-02-2015,21,1548,P0
CS4947,31-01-2015,11,834,P2
CS4948,09-02-2015,18,1287,P0
CS4949,28-02-2015,21,1365,P0
CS4950,17-02-2015,12,863,P2
CS4951,11-12-2014,20,1488,P0
CS4952,25-11-2014,25,1888,P0
CS4953,21-09-2014,21,1381,P0
CS4954,15-03-2015,20,1364,P0
CS4955,27-02-2015,25,1799,P0
CS4956,19-02-2015,18,1395,P0
CS4957,19-01-2015,23,1634,P0
CS4958,31-01-2015,14,812,P2
CS4959,19-07-2014,23,1768,P0
CS4960,22-12-2014,18,1216,P0
CS4961,24-02-2015,21,1365,P0
CS4962,05-02-2015,25,1774,P0
CS4963,28-01-2015,19,1243,P0
CS4964,07-02-2015,20,1237,P0
CS4965,12-02-2015,27,1790,P0
CS4966,26-10-2014,23,1504,P0
CS4967,04-02-2015,25,1818,P0
CS4968,08-03-2015,18,1278,P0
CS4969,20-02-2015,18,1295,P0
CS4970,16-02-2015,23,1712,P0
CS4971,21-02-2015,19,1367,P0
CS4972,31-12-2014,21,1433,P0
CS4973,30-12-2014,23,1626,P0
CS4974,27-09-2014,19,1273,P0
CS4975,20-11-2014,11,777,P2
CS4976,15-02-2015,19,1424,P0
CS4977,31-12-2014,22,1566,P0
CS4978,27-02-2014,10,675,P2
CS4979,09-01-2015,17,1104,P0
CS4980,13-02-2015,22,1564,P0
CS4981,18-02-2015,25,1703,P0
CS4982,27-08-2014,12,754,P2
CS4983,08-03-2015,18,1406,P0
CS4984,31-12-2014,18,1060,P0
CS4985,26-02-2015,21,1468,P0
CS4986,10-03-2015,16,1013,P0
CS4987,05-02-2015,16,1098,P0
CS4988,21-12-2014,20,1433,P0
CS4989,24-02-2015,15,918,P2
CS4990,06-12-2014,20,1406,P0
CS4991,02-03-2015,15,1143,P0
CS4992,29-12-2014,20,1350,P0
CS4993,20-02-2015,26,1765,P0
CS4994,27-02-2015,18,1216,P0
CS4995,18-11-2014,20,1331,P0
CS4996,17-02-2015,25,1635,P0
CS4997,29-06-2014,15,1074,P0
CS4998,07-03-2015,34,2358,P0
CS4999,11-12-2014,11,788,P2
CS5000,11-02-2015,19,1408,P0
CS5001,15-02-2015,22,1593,P0
CS5002,04-01-2015,11,815,P2
CS5003,30-12-2014,16,1207,P0
CS5004,26-12-2014,18,1302,P0
CS5005,19-02-2015,17,1146,P0
CS5006,02-02-2015,24,1651,P0
CS5007,10-02-2015,24,1518,P0
CS5008,08-01-2015,16,1159,P0
CS5009,02-01-2015,16,1067,P0
CS5010,27-02-2015,24,1698,P0
CS5011,27-12-2014,20,1480,P0
CS5012,18-12-2014,24,1602,P0
CS5013,01-11-2014,18,1298,P0
CS5014,29-01-2015,21,1342,P0
CS5015,02-10-2014,22,1423,P0
CS5016,12-03-2015,25,1701,P0
CS5017,01-03-2015,18,1255,P0
CS5018,31-12-2014,25,1628,P0
CS5019,13-12-2014,20,1338,P0
CS5020,22-05-2014,9,572,P2
CS5021,14-10-2014,20,1341,P0
CS5022,20-10-2014,15,1209,P0
CS5023,03-02-2015,22,1713,P0
CS5024,31-08-2014,18,1214,P0
CS5025,27-12-2014,28,1973,P0
CS5026,20-09-2014,30,2098,P0
CS5027,14-03-2015,22,1586,P0
CS5028,25-02-2015,29,2098,P0
CS5029,23-12-2014,16,1162,P0
CS5030,08-11-2014,16,1028,P0
CS5031,15-01-2015,24,1585,P0
CS5032,17-02-2015,23,1763,P0
CS5033,14-12-2014,22,1687,P0
CS5034,04-01-2015,17,1130,P0
CS5035,12-01-2015,14,1037,P2
CS5036,04-10-2014,20,1292,P0
CS5037,12-03-2015,15,1149,P0
CS5038,02-01-2015,22,1470,P0
CS5039,07-02-2015,25,1673,P0
CS5040,15-03-2015,24,1731,P0
CS5041,06-03-2015,25,1763,P0
CS5042,16-03-2015,21,1646,P0
CS5043,20-01-2015,17,1109,P0
CS5044,29-10-2014,21,1477,P0
CS5045,20-05-2014,12,1019,P2
CS5046,06-02-2015,24,1712,P0
CS5047,05-03-2015,19,1381,P0
CS5048,14-03-2015,22,1464,P0
CS5049,15-03-2015,28,1979,P0
CS5050,07-03-2015,19,1515,P0
CS5051,15-02-2015,19,1232,P0
CS5052,07-01-2015,24,1486,P0
CS5053,10-11-2014,18,1501,P0
CS5054,02-10-2014,16,1279,P0
CS5055,07-01-2015,23,1644,P0
CS5056,14-11-2014,17,1337,P0
CS5057,02-12-2014,26,2008,P0
CS5058,03-03-2015,18,1146,P0
CS5059,10-02-2015,20,1486,P0
CS5060,05-12-2014,15,1082,P0
CS5061,19-02-2015,22,1412,P0
CS5062,24-09-2014,20,1443,P0
CS5063,22-02-2015,27,1901,P0
CS5064,30-12-2014,15,1200,P0
CS5065,06-03-2015,24,1463,P0
CS5066,13-02-2015,26,1696,P0
CS5067,02-03-2015,27,1857,P0
CS5068,21-02-2015,22,1500,P0
CS5069,01-12-2014,23,1666,P0
CS5070,26-11-2014,21,1477,P0
CS5071,12-02-2015,16,1180,P0
CS5072,10-11-2014,16,1085,P0
CS5073,15-10-2014,18,1362,P0
CS5074,20-12-2014,15,1010,P0
CS5075,24-02-2015,18,1180,P0
CS5076,31-01-2015,21,1371,P0
CS5077,07-03-2015,21,1444,P0
CS5078,25-11-2014,19,1351,P0
CS5079,20-01-2015,23,1469,P0
CS5080,05-06-2014,18,1209,P0
CS5081,02-03-2015,22,1645,P0
CS5082,25-02-2015,29,2072,P0
CS5083,10-01-2015,26,1974,P0
CS5084,11-02-2015,20,1465,P0
CS5085,18-08-2014,18,1313,P0
CS5086,16-12-2014,21,1287,P0
CS5087,28-01-2015,15,874,P2
CS5088,15-02-2015,22,1556,P0
CS5089,18-01-2015,12,874,P2
CS5090,10-03-2015,21,1552,P0
CS5091,23-08-2014,13,976,P2
CS5092,23-02-2015,18,1200,P0
CS5093,10-01-2015,27,1838,P0
CS5094,07-03-2015,18,1289,P0
CS5095,21-02-2015,20,1423,P0
CS5096,16-09-2014,18,1348,P0
CS5097,18-01-2015,26,1757,P0
CS5098,30-12-2014,17,1147,P0
CS5099,04-03-2015,16,1151,P0
CS5100,20-01-2015,23,1595,P0
CS5101,08-11-2014,17,1033,P0
CS5102,17-01-2015,15,982,P2
CS5103,22-02-2015,16,1011,P0
CS5104,18-08-2014,16,1102,P0
CS5105,02-11-2014,17,1248,P0
CS5106,09-11-2014,20,1492,P0
CS5107,21-02-2015,28,1994,P0
CS5108,08-03-2015,14,968,P2
CS5109,04-02-2015,35,2506,P0
CS5110,06-03-2015,11,807,P2
CS5111,08-01-2015,28,1948,P0
CS5112,08-03-2015,14,1003,P2
CS5113,05-03-2015,19,1314,P0
CS5114,15-11-2014,20,1610,P0
CS5115,20-01-2015,22,1298,P0
CS5116,19-01-2015,20,1408,P0
CS5117,04-02-2015,19,1332,P0
CS5118,09-02-2015,26,1764,P0
CS5119,22-08-2014,17,1319,P0
CS5120,22-02-2015,16,1196,P0
CS5121,14-02-2015,16,1175,P0
CS5122,22-01-2015,23,1513,P0
CS5123,10-02-2014,15,1047,P0
CS5124,16-12-2014,28,1973,P0
CS5125,04-03-2015,20,1319,P0
CS5126,26-02-2015,25,1654,P0
CS5127,26-11-2014,15,1208,P0
CS5128,15-12-2014,27,1856,P0
CS5129,10-12-2014,24,1567,P0
CS5130,29-12-2014,25,1666,P0
CS5131,08-11-2014,29,2083,P0
CS5132,15-02-2015,22,1568,P0
CS5133,08-02-2015,18,1428,P0
CS5134,09-01-2015,16,942,P2
CS5135,13-02-2015,23,1525,P0
CS5136,01-02-2015,22,1643,P0
CS5137,06-11-2014,21,1529,P0
CS5138,05-03-2015,19,1352,P0
CS5139,23-12-2014,22,1493,P0
CS5140,22-12-2014,23,1647,P0
CS5141,23-12-2014,29,1990,P0
CS5142,08-03-2015,19,1323,P0
CS5143,11-02-2015,23,1642,P0
CS5144,10-10-2014,14,924,P2
CS5145,31-12-2014,20,1370,P0
CS5146,19-12-2014,17,1246,P0
CS5147,09-02-2015,18,1197,P0
CS5148,25-12-2014,26,1726,P0
CS5149,14-11-2014,13,887,P2
CS5150,11-01-2015,11,822,P2
CS5151,03-12-2014,18,1151,P0
CS5152,04-11-2014,12,839,P2
CS5153,08-01-2015,21,1506,P0
CS5154,09-03-2015,31,2008,P0
CS5155,06-02-2015,26,1838,P0
CS5156,10-12-2014,16,1185,P0
CS5157,26-01-2015,22,1473,P0
CS5158,11-12-2014,19,1249,P0
CS5159,23-01-2015,28,2123,P0
CS5160,08-03-2015,21,1526,P0
CS5161,16-01-2015,18,1371,P0
CS5162,22-09-2014,18,1314,P0
CS5163,08-03-2015,28,2037,P0
CS5164,01-03-2015,18,1157,P0
CS5165,01-01-2015,25,1705,P0
CS5166,01-03-2015,27,1951,P0
CS5167,06-11-2014,16,1082,P0
CS5168,26-02-2015,20,1458,P0
CS5169,07-12-2014,18,1241,P0
CS5170,13-02-2015,20,1329,P0
CS5171,15-03-2015,18,1286,P0
CS5172,09-11-2014,21,1362,P0
CS5173,25-09-2014,11,684,P2
CS5174,12-01-2015,25,1616,P0
CS5175,18-02-2015,25,1680,P0
CS5176,23-10-2014,28,1905,P0
CS5177,18-05-2014,14,1036,P2
CS5178,28-01-2015,21,1387,P0
CS5179,04-09-2014,14,1033,P2
CS5180,01-02-2015,11,825,P2
CS5181,09-03-2015,16,1142,P0
CS5182,07-11-2014,23,1517,P0
CS5183,12-03-2015,17,1173,P0
CS5184,13-03-2015,28,1879,P0
CS5185,22-02-2015,27,1861,P0
CS5186,19-01-2014,12,777,P2
CS5187,12-03-2015,28,2023,P0
CS5188,02-03-2015,16,1024,P0
